created_at,id,truncated,user_id,user_name,user_screen_name,user_location,user_description,user_friends_count,user_followers_count,user_listed_count,user_favourites_count,user_statuses_count,user_created_at,user_lang,quote_count,reply_count,retweet_count,favorite_count,lang,timestamp_ms,subjectivity,polarity,full_text
12/27/2018 6:57,1078100109710090000,FALSE,4053377473,ASHiSH KUMAR,AshishSovit,"Lucknow, India",@उत्तरप्रदेश_भारत #स्वच्छ_भारत_एक_कदम स्वच्छता की ओर http://fb.com/AshishSovit http://Instagram.com/Ashish_Sovit,2471,349,0,24211,26856,10/29/2015 8:54,en,0,0,0,0,en,1.54587E+12,0,0,RT @narendramodi: Looking forward to being in Devbhoomi Himachal Pradesh tomorrow for a @BJP4Himachal rally in Dharamshala. You can watch t…
12/27/2018 6:57,1078100110456870000,FALSE,957676431026384000,Jalali Ajazabbas⏺️,A_M_Jalali,"Rajula, India","🌀Electrical Engineer (B.E). 🌀SBO, 66KV. GEB. 🌀Wild Life Activist. 🌀RTI Activist. 🌀HumanRights Activist. 🌀Social Activist. 🌀Political Activis.",26,1385,1,64,9794,1/28/2018 23:37,en,0,0,0,0,hi,1.54587E+12,0.65,0.15,"RT @RealHistoryPic: Normal log chalti train ko Tata karte hain, Gobhi ji Train rukwa ke Tata krte hain. 🤣🤣🤣 https://t.co/r6G5a1nzHz"
12/27/2018 6:57,1078100116639300000,FALSE,550121417,Babuna Ray,babuna95,kolkata,None,216,322,9,38036,33668,4/10/2012 19:14,en,0,0,0,0,en,1.54587E+12,0,0,RT @narendramodi: Looking forward to being in Devbhoomi Himachal Pradesh tomorrow for a @BJP4Himachal rally in Dharamshala. You can watch t…
12/27/2018 6:57,1078100124033730000,FALSE,3566210177,Vishal Dodiya🇮🇳,iamDodiya,"Surat, India",।। मा भारती का सेवक।।  Honour to Follow by @mssirsa  @IshwarParmarMLA @TajinderBagga @vdzalavadiya @mukeshpatelmla @DrJagdishSurat  Work4 BJP till Last Breath,1865,662,1,43914,14766,9/6/2015 18:12,en,0,0,0,0,en,1.54587E+12,0,0,RT @narendramodi: Looking forward to being in Devbhoomi Himachal Pradesh tomorrow for a @BJP4Himachal rally in Dharamshala. You can watch t…
12/27/2018 6:57,1078100135282900000,FALSE,48195538,SB,Santabanta84,None,None,297,20,0,279,96,6/18/2009 6:58,en,0,0,0,0,en,1.54587E+12,0.066666667,0,"RT @NadeemfParacha: Supremely convoluted logic. Anyway, the last time Modi greeted a minority by name, they were massacred in Gujarat and M…"
12/27/2018 6:57,1078100143872850000,FALSE,827420550699982000,Akash Shah,coolaki2006,"Mumbai, India","Software Developer by Profession. Spiritual Follower of Narendra Modi and Religious follower of Amit Shah. ,Passionate about Value Investment. #BonVoyage",208,73,2,10446,3015,2/3/2017 13:06,en,0,0,0,0,en,1.54587E+12,0,0,"RT @ani_digital: Prime Minister Narendra Modi will be renaming three islands of Andaman and Nicobar on December 30 from Port Blair, said Ch…"
12/27/2018 6:58,1078100182770870000,FALSE,146004519,Mannat,mannat_bhalla,"Delhi, India",I have a mild addiction to VIXX.,472,80,2,7810,1048,5/20/2010 16:51,en,0,0,0,0,en,1.54587E+12,0.291666667,0.125,RT @Ram_Guha: Narendra Modi is not the first Prime Minister under whose regime our traditions of religious pluralism have come under peril.…
12/27/2018 6:58,1078100190496800000,FALSE,96713269,Purushotham Ineni,pineni,"Hyderabad, India",None,343,171,4,21360,24721,12/14/2009 12:34,en,0,0,0,0,en,1.54587E+12,0.4,-0.3,RT @lokeshnaiduk: It is (Prime Minister) Narendra Modi and (BJP chief) Amit Shah's tactics of confusing people. They have been doing it for…
12/27/2018 6:58,1078100211212400000,FALSE,1494999037,sharvanlal .com,DrSharvanLal,"NEW DELHI, INDIA ","Advisory Service:ByHealth-All Chronic Disease,AIDS,Cancer Care. ByAstrology- Career,Architrect. Art of living. Event management. Official Account Dr. SharvanLal",4481,1690,8,10600,11870,6/9/2013 13:35,hi,0,0,0,0,en,1.54587E+12,0,0,RT @narendramodi: Looking forward to being in Devbhoomi Himachal Pradesh tomorrow for a @BJP4Himachal rally in Dharamshala. You can watch t…
12/27/2018 6:58,1078100211355010000,FALSE,1647242209,Rajiv Saizal,SaizalRajiv,Dharampur. Distt. Solan. H.P,"Social Justice & Empowerment And Co - Operation Minister In Himachal Pradesh Cabinet An ayurvedic doctor by profession.  MA in Philosophy",148,316,3,2017,210,8/5/2013 13:18,en,0,0,0,0,hi,1.54587E+12,0,0,RT @jairamthakurbjp: हिमाचल की समस्त जनता की ओर से आपका हार्दिक स्वागत अभिनंदन ।आदरणीय प्रधानमंत्री @narendramodi जी देवभूमि हिमाचल आपके स्…
12/27/2018 6:58,1078100245500830000,FALSE,956495803912081000,Vidya,Vidyaraj51,"Daman, India","State SM Coordinator @Mahilacongress, INC volunteer,@Profcong volunteer!   ""Truth alone triumphs.""",1186,4005,8,37069,25514,1/25/2018 17:25,en,0,0,0,0,en,1.54587E+12,0.65,0.125,RT @ashoswai: Modi even fails to sell his Jumlas to his own party leaders! https://t.co/zachRwk6rY
12/27/2018 6:58,1078100246939470000,FALSE,3166753982,Raj Tiwari,Rajtiwari1709,None,None,329,191,7,77056,21238,4/21/2015 18:48,en-IN,0,0,0,0,en,1.54587E+12,0,0,RT @GappistanRadio: KCR trying to get Modi into 3rd Front now? https://t.co/ZGvQe0uYnU
12/27/2018 6:58,1078100247790760000,FALSE,748930548165337000,Sandeep Toor INC,sandeep_toor22,Jind Haryana ,Distt Vice President HPCC IT-Cell Jind,497,2079,13,31048,47294,7/1/2016 22:55,en,0,0,0,0,hi,1.54587E+12,0,0,"RT @vikasporiyainc: ''चलती ट्रेन रुकवा के कौन टाटा बाय-बाय करता है?'', ट्रोल हो रहे पीएम मोदी https://t.co/BMoF5bd961"
12/27/2018 6:58,1078100292057650000,FALSE,416442882,Manoj,bishtmk,None,"Works in Offshore Oil and Gas. Worked in many countries India, Singapore, Malaysia, S Korea, Nigeria, Angola, Israel, South Africa Presently offshore Malta",159,145,7,28,12644,11/19/2011 23:29,en-gb,0,0,0,0,en,1.54587E+12,0,0,RT @narendramodi: Looking forward to being in Devbhoomi Himachal Pradesh tomorrow for a @BJP4Himachal rally in Dharamshala. You can watch t…
12/27/2018 6:58,1078100329525390000,FALSE,1030120160508690000,PrabhuDayal Rai.,rai_prabhudayal,BANDA . UP,INC,907,576,1,22802,9452,8/16/2018 21:22,en,0,0,0,0,hi,1.54587E+12,0,0,"RT @KumariRukshmani: #PMModi पर बरसे शरद पवार, बोले गांधी- नेहरू परिवार ने देश के लिए बलिदान दिया..!!  @RahulGandhi @ashokgehlot51 @SachinP…"
12/27/2018 6:58,1078100359648870000,FALSE,985438571720003000,Ywhataboutery🇮🇳,whatabouteryya,None,"Why do converts hate Hindus when every convert in Indian subcontinent knows their ancestral mothers were Hindus, perhaps that's the reason Hindus r most hated",35,24,0,1095,6768,4/15/2018 14:13,en,0,0,0,0,en,1.54587E+12,0,0,"RT @vinayak_jain: When it comes to Aadhar Congress mocks Narendra Modi. But now, Congress has made it mandatory for farmers in Alwar and so…"
12/27/2018 6:59,1078100529753010000,FALSE,1878819655,Amit Singh IYC,AmitSinghdel,India,"मेरा रँग दे बसन्ती चोला, माई मेरे चोले में तेरे माथे का पसीना है और थोड़ी सी तेरे आँचल की बूँदें हैं और थोड़ी सी है तेरे काँपते बूढ़े हाथों की गर्मी",277,1032,4,85377,73746,9/18/2013 14:58,en,0,0,0,0,en,1.54587E+12,0.65,0.125,RT @ashoswai: Modi even fails to sell his Jumlas to his own party leaders! https://t.co/zachRwk6rY
12/27/2018 6:59,1078100530675760000,FALSE,4055470999,Dr Ripalkumar B Shah🇮BJP🇳,DrRipalkumar,"Surat, India","Medical  profession,BJP Karyakarta, followed by PM @Narendramodi sir, @Amitshah sir, Member ITsm(adajan-gorat,ward no 10 surat).jay jay garvi Gujarat.",307,654,1,16790,24672,10/29/2015 13:27,en,0,0,0,0,en,1.54587E+12,0,0,RT @narendramodi: Looking forward to being in Devbhoomi Himachal Pradesh tomorrow for a @BJP4Himachal rally in Dharamshala. You can watch t…
12/27/2018 6:59,1078100539856930000,FALSE,878173540171870000,Nitin Kumar,NitinKu15260526,"Mumbai, India",None,575,175,0,3662,2481,6/23/2017 14:21,en,0,0,0,0,en,1.54587E+12,0,0,RT @narendramodi: Looking forward to being in Devbhoomi Himachal Pradesh tomorrow for a @BJP4Himachal rally in Dharamshala. You can watch t…
12/27/2018 6:59,1078100540154730000,FALSE,2341992518,kshivakumar Shivu,ShivascribeTNIE,None,Journalism for a social cause,62,26,0,45,494,2/13/2014 19:03,en,0,0,0,0,en,1.54587E+12,0.75,0.25,RT @thewire_in: Many say @nitin_gadkari has only thrown a stone at the glass wall @narendramodi and @AmitShah have built around them. More…
12/27/2018 6:59,1078100602368900000,FALSE,2173432970,Zafar Sultan,zafar196718,None,None,660,294,56,44021,58437,11/4/2013 11:35,en,0,0,0,0,en,1.54587E+12,1,0.5,"RT @sharmasupriya: Stationary train, moving camera trolley :-) https://t.co/oaADA7WRyG"
12/27/2018 7:00,1078100652218290000,TRUE,181620591,gSrikar,gSrikarBlog,None,Towards a Bright Future,40884,49473,384,236,15326,8/22/2010 22:49,en,0,0,0,0,en,1.54587E+12,0.6,0.1,"Representatives from NBFCs and housing finance companies Wednesday met Prime Minister Narendra Modi and gave suggestions on how to ""revive"" the sector facing liquidity issues, especially after debt defaults by crisis-hit IL&amp;FS - Economic Times"
12/27/2018 7:00,1078100712544900000,TRUE,377802600,Garib Ram,VijRajindar,Whole Universe,"Socio-political Economist and strategist..Philanthropist, Anti corruption Crusader,  blogger.",425,27,2,30,788,9/22/2011 9:33,en,0,0,0,0,en,1.54587E+12,0.761904762,0.220238095,@KailashOnline @mamatabanarjee @myogiadityanath @amitmalviya @AmitShah @narendramodi @HMOIndia @SriSri @RSSorg @BJP4India @arunjaitley @PMOIndia @ChouhanShivraj @rajnathsingh Tolerance is India biggest asset rightly said by Gadkari ji which Narendra Modi 
12/27/2018 7:00,1078100720807740000,FALSE,260626091,ashok kumar,ashok29380,"Kathua, Jammu And Kashmir",None,207,14,0,35,218,3/4/2011 13:01,en,0,0,0,0,en,1.54587E+12,0,0,RT @narendramodi: Looking forward to being in Devbhoomi Himachal Pradesh tomorrow for a @BJP4Himachal rally in Dharamshala. You can watch t…
12/27/2018 7:00,1078100726587370000,FALSE,617171905,जयराम खेमका,JAIRAMKHEMKA,GORAKHPUR,हिन्दी हिन्दु हिन्दुस्तान,97,582,11,58885,68117,6/24/2012 19:59,en,0,0,0,0,en,1.54587E+12,0.5,0.416666667,"RT @vinayak_jain: Manmohan Singh took home 101 items he got as gifts as the PM ranging from Rs 300 to Rs 35,000. Fine. His gifts, his choic…"
12/27/2018 7:00,1078100754345320000,FALSE,4648690826,VNM5336,V5336Nand,None,"🚩Proud Indian, Modi Bhakt🚩  || RTs not endorsements |अबकी बार लहर नही तूफान लेकर आएंगे।। नमो नमो",4921,1439,0,7336,6812,12/25/2015 16:04,en,0,0,0,0,en,1.54587E+12,0,0,RT @narendramodi: Looking forward to being in Devbhoomi Himachal Pradesh tomorrow for a @BJP4Himachal rally in Dharamshala. You can watch t…
12/27/2018 7:00,1078100773563700000,FALSE,252014940,Azhar Saeed,think4doc,Pakistan,"By academics a Physician Doctor, but didn't practice coz practice makes u perfect ::)))",193,1485,15,496,11369,2/14/2011 14:53,en,0,0,0,0,en,1.54587E+12,0.857142857,0.338095238,"RT @IChotiner: India has certain things to be proud of that Pakistan does not, but currently only one of the two countries has a prime mini…"
12/27/2018 7:00,1078100778345090000,FALSE,72792679,Lokin Shah,lokinshah,"Ernakulam, Kochi",Software Consultant by profession. #Modifor2019,465,102,5,2923,2513,9/9/2009 12:49,en,0,0,0,0,en,1.54587E+12,0,0,"RT @vinayak_jain: When it comes to Aadhar Congress mocks Narendra Modi. But now, Congress has made it mandatory for farmers in Alwar and so…"
12/27/2018 7:00,1078100862369640000,FALSE,919616467741556000,Krishna,Krishna49037706,Tirupati,Music Government and Politics News TV,664,256,0,6417,4753,10/15/2017 23:00,en,0,0,0,0,hi,1.54587E+12,0,0,RT @neel23456: पिछले 21साल से @INCIndia का धुआंधार विकास 4.5 किमी का पुल बनाने में नाकामयाब रहा.....  पर @narendramodi के आते ही विकास ऐसा…
12/27/2018 7:01,1078101024521500000,FALSE,3005048243,Anthony N Carrillo,ANCarrillo964,🇻🇦🇺🇸🇪🇪🇨🇦🇲🇽🇨🇭,I'm an International explorer 🗺️ who plans on being at the nexus of tech👨🏽‍💻 and economics 💸.  #100daysofcode challenge. http://medium.com/@carrillo964,691,657,166,4386,23027,1/30/2015 11:41,en,0,0,0,0,en,1.54587E+12,0,0,"RT @wef: India will abolish all single-use plastic by 2022, vows Narendra Modi https://t.co/SsMvnuPPX0 #environment https://t.co/cYkAuIM0eE"
12/27/2018 7:01,1078101067777430000,FALSE,98139561,CARt!k S,CaRtIk_S,"Nellore, India",student by da tym creatd dis accnt now an engineer.. cinema pichoodini.. automotive enthusiast.. formula1.. XBOX - Gamer.. present location Bangalore,268,224,2,530,4828,12/20/2009 20:11,en,0,0,0,0,en,1.54587E+12,0,0,RT @GappistanRadio: KCR trying to get Modi into 3rd Front now? https://t.co/ZGvQe0uYnU
12/27/2018 7:01,1078101096118260000,FALSE,982802169094172000,moeez khan,moeezkh30663331,"Rawalpindi, Pakistan",Politics IMRAN KHAN,886,709,1,50044,17864,4/8/2018 7:37,en,0,0,0,0,en,1.54587E+12,0.701111111,0.504444444,"RT @marvisirmed: I'm a very strong and consistent critic of Mr. Khan's politics, but let's be fair Shekhar ji. Imran khan is no hater of mi…"
12/27/2018 7:01,1078101103617560000,FALSE,863502844837601000,Satty@law,Sattylaw,"Chennai, India","Law student, political & governance watcher, avid reader. Blessed not to be followed by Narendra Modi.",385,256,1,40229,50901,5/14/2017 2:44,en,0,0,0,0,en,1.54587E+12,0.55,-0.1,"RT @TheQuint: With the BJP losing 3 crucial Assembly elections just a few months before the Lok Sabha polls, PM Modi is where Atal Bihari V…"
12/27/2018 7:01,1078101149591450000,FALSE,101980274,md sufi kamal,iammsk,India,Hola........:),538,1182,45,8916,137577,1/5/2010 12:00,en,0,0,0,0,hi,1.54587E+12,0,0,"RT @KumariRukshmani: #PMModi पर बरसे शरद पवार, बोले गांधी- नेहरू परिवार ने देश के लिए बलिदान दिया..!!  @RahulGandhi @ashokgehlot51 @SachinP…"
12/27/2018 7:02,1078101199642150000,FALSE,900621372849700000,Umesh Singh,2019singh,"Karnataka, India",Politics,57,16,0,265,752,8/24/2017 13:00,en,0,0,0,0,en,1.54587E+12,0,0,RT @narendramodi: Looking forward to being in Devbhoomi Himachal Pradesh tomorrow for a @BJP4Himachal rally in Dharamshala. You can watch t…
12/27/2018 7:02,1078101234978960000,FALSE,2818195456,neetu verma,ajadpanchhi6,"Lucknow, India",💐,38,180,0,10903,2200,10/9/2014 8:30,en,0,0,0,0,en,1.54587E+12,0,0,RT @narendramodi: Looking forward to being in Devbhoomi Himachal Pradesh tomorrow for a @BJP4Himachal rally in Dharamshala. You can watch t…
12/27/2018 7:02,1078101336137240000,FALSE,98061313,Sreejith U,Sreejith_U88,None,Everyone has a right to hold their own opinion-So Using Twitter to Know others opinion before coming with my own :),462,73,3,10193,9921,12/20/2009 11:22,en,0,0,0,0,en,1.54587E+12,0.302083333,-0.164583333,"RT @KanchanGupta: ""NaMo fans find it hard to reconcile with the slow action against scamsters of the previous regime. Nothing pains a NaMo…"
12/27/2018 7:02,1078101397030210000,FALSE,1063385849902050000,Supporter of INC,SupporterofINC1,None,Blind Congressi_follow me I will follow back you 100%,153,59,0,1726,713,11/16/2018 16:28,en,0,0,0,0,en,1.54587E+12,0,0,RT @ripunbora: Ahmedabad Metro Project was proposed in 2003 under then CM Narendra Modi. Even after 15 years the project is yet to see comp…
12/27/2018 7:02,1078101404705790000,FALSE,1019827199728330000,Asheesh Patel,Asheesh52119051,"New Delhi, India",None,7,7,0,146,220,7/19/2018 11:42,en,0,0,0,0,en,1.54587E+12,0,0,RT @SSAhluwaliaMP: Bogibeel Bridge: Narendra Modi to gift nation 4.9-km marvel and country's longest rail-road bridge over Brahmaputra toda…
12/27/2018 7:03,1078101460057970000,FALSE,899553517404381000,Chandan  KR,Chandan94332877,Patna ,हिंदू,896,449,2,27187,11927,8/21/2017 14:17,en,0,0,0,0,en,1.54587E+12,0,0,RT @narendramodi: Looking forward to being in Devbhoomi Himachal Pradesh tomorrow for a @BJP4Himachal rally in Dharamshala. You can watch t…
12/27/2018 7:03,1078101485634740000,FALSE,1468729806,Rajesh Bansal,rmansal,Singapore,Programmable Engineer !!,221,133,17,10312,9325,5/30/2013 8:00,en,0,0,0,0,en,1.54587E+12,0.5,0,"RT @DrGPradhan: Secular Gyan  Narendra Modi: Mitroooo... Don't do, potty in the open.  We are building, toilets for you.  @NDTV : Pigs fear…"
12/27/2018 7:03,1078101537459780000,FALSE,3180565812,Asin,asin1411,None,Mera Bharat Mahan . ONLY INDIA FIRST .,143,183,4,18506,22026,4/30/2015 18:47,en,0,0,0,0,en,1.54587E+12,0.302083333,-0.164583333,"RT @KanchanGupta: ""NaMo fans find it hard to reconcile with the slow action against scamsters of the previous regime. Nothing pains a NaMo…"
12/27/2018 7:03,1078101540592800000,TRUE,2219766468,PENCHALA NARASIMHAM,PENCHALANARASIM,None,None,80,3,0,5,36,11/28/2013 19:26,en,0,0,0,0,en,1.54587E+12,0.5,0.266666667,You gave several promises for the development of A.P. before the most powerful God Balaji. You may not survive if not implement the promises. Don't neglect BALAJI Bhagavan.
12/27/2018 7:03,1078101648159920000,FALSE,1076570624443720000,Kamaldeep Singh,Kamalde88280094,None,I am indian,382,17,0,83,70,12/23/2018 1:40,en,0,0,0,0,en,1.54587E+12,0,0,RT @narendramodi: Looking forward to being in Devbhoomi Himachal Pradesh tomorrow for a @BJP4Himachal rally in Dharamshala. You can watch t…
12/27/2018 7:04,1078101668678360000,FALSE,879766214503002000,saveSabrimala🇮🇳🙏,rahuldwanderer,None,Follow our desi Twitter @Gutrgoo.  My Gutrgoo id @MassExitTwitter 👊,1663,150,0,29641,16335,6/27/2017 23:49,en,0,0,0,0,en,1.54587E+12,0,0,"RT @Mausam1975: Sharad Pawar praises Sonia, Rahul; attacks PM Narendra Modi - BJP gave him Padma Bhushan award in Jan 2017.. @Swamy39  http…"
12/27/2018 7:04,1078101680707660000,FALSE,1067951343988390000,Naresh Sithta,SithtaNaresh,Shimla,None,293,120,0,2001,477,11/29/2018 6:50,en,0,0,0,0,en,1.54587E+12,0,0,RT @narendramodi: Looking forward to being in Devbhoomi Himachal Pradesh tomorrow for a @BJP4Himachal rally in Dharamshala. You can watch t…
12/27/2018 7:04,1078101698554470000,FALSE,853631095350448000,MANNU BHARATVANSI,MannuBharatwasi,India,जय श्री राधे,1166,1223,0,17773,7554,4/16/2017 20:58,en,0,0,0,0,en,1.54587E+12,0,0,RT @narendramodi: Looking forward to being in Devbhoomi Himachal Pradesh tomorrow for a @BJP4Himachal rally in Dharamshala. You can watch t…
12/27/2018 7:04,1078101707005900000,FALSE,1346764506,Azhimukham,Azhimukham,Kerala,New Mainstream. Free & Fair. Bold & Beautiful. News & Views.,1870,2644,25,1591,39896,4/12/2013 18:29,en,0,0,0,0,ml,1.54587E+12,0,0,"മോദിയുടെ മുന്‍ എതിരാളി, ഗുജറാത്ത് മുന്‍ മന്ത്രി ഗോര്‍ധന്‍ സദാഫിയ തിരിച്ചുവരുന്നു; യുപിയുടെ ചുമതല - Azhimukham https://t.co/oyRE179aGH"
12/27/2018 7:04,1078101745711090000,FALSE,4627459867,with RG,withRG_Jaihind,"London, England",Professional Congress/INC activist by passion/RT’s are not endorsement/I Stand for truth!,643,437,1,112744,101637,12/22/2015 8:49,en,0,0,0,0,en,1.54587E+12,0.65,0.125,RT @ashoswai: Modi even fails to sell his Jumlas to his own party leaders! https://t.co/zachRwk6rY
12/27/2018 7:04,1078101751914340000,FALSE,1865020194,Sunny Singh,Sunysinghh,India,None,181,53,0,855,4647,9/15/2013 2:55,en,0,0,0,0,en,1.54587E+12,0,0,"RT @ANI: #WATCH Prime Minister Narendra Modi at Bogibeel Bridge, a combined rail and road bridge over Brahmaputra river in Dibrugarh. #Assa…"
12/27/2018 7:04,1078101829483930000,FALSE,4030371792,Pramod Borkar 🇮🇳,pramod_borkar,None,Pro nationalist. Hindu and Hindustan pride. Sickular hater.,250,183,7,17215,37927,10/27/2015 7:15,en,0,0,0,0,en,1.54587E+12,0.5,0.416666667,"RT @vinayak_jain: Manmohan Singh took home 101 items he got as gifts as the PM ranging from Rs 300 to Rs 35,000. Fine. His gifts, his choic…"
12/27/2018 7:04,1078101887176530000,FALSE,1554762632,Saji Abraham,SajiAbraham_,None,Military Veteran,337,27,0,980,6277,6/29/2013 10:11,en-gb,0,0,0,0,en,1.54587E+12,0.1,-0.1,"RT @waglenikhil: BJP has lost the plot, things are slipping out of Narendra Modi’s hands: Zafar Sareshwala (Modi’s staunch supporter) https…"
12/27/2018 7:04,1078101904058540000,FALSE,957089458054221000,Karunesh Kumar Singh,Karunes20068503,"Mainpuri, India",None,2091,1059,0,28517,2676,1/27/2018 8:44,en,0,0,0,0,hi,1.54587E+12,0,0,RT @JPNadda: स्वागत है आदरणीय प्रधानमंत्री श्री @narendramodi जी का देवभूमि हिमाचल में।  हिमाचल और हिमाचलवासियों के लिए मोदी जी के मन में ए…
12/27/2018 7:05,1078101925848140000,FALSE,879181482010570000,Ajay,Ajay706565,"New Delhi, India",None,2351,1952,0,52899,7370,6/26/2017 9:06,en,0,0,0,0,en,1.54587E+12,0,0,RT @narendramodi: Looking forward to being in Devbhoomi Himachal Pradesh tomorrow for a @BJP4Himachal rally in Dharamshala. You can watch t…
12/27/2018 7:05,1078101926925930000,FALSE,806770843086749000,Asharam Dayma Lakda,AsharamDaymaINC,Tonk rajasthan,"प्रदेश कार्यकारणी सदस्य, आई.टी. सेल राजस्थान प्रदेश कांग्रेस कमेटी व् प्रदेश सचिव  राजस्थान युवा कांग्रेस",6257,7582,1,22257,17887,12/8/2016 13:32,en,0,0,0,0,hi,1.54587E+12,0,0,"RT @sahu_choudhary: तीन राज्यों की करारी हार के बाद बीजेपी की मुश्किलें कम नहीं हो रही हैं। सहयोगी दलों की नाराजगी के बाद,आज सिक्किम के एक…"
12/27/2018 7:05,1078101925848140000,FALSE,879181482010570000,Ajay,Ajay706565,"New Delhi, India",None,2351,1952,0,52899,7370,6/26/2017 9:06,en,0,0,0,0,en,1.54587E+12,0,0,RT @narendramodi: Looking forward to being in Devbhoomi Himachal Pradesh tomorrow for a @BJP4Himachal rally in Dharamshala. You can watch t…
12/27/2018 7:05,1078101941748740000,FALSE,149480055,SANTANU RUDRA,santanurudra,kolkata,"Working as Sr. General Manager -Sales & Marketing in DANIELI & C, spA in Kolkata",62,25,0,1192,440,5/29/2010 17:14,en,0,0,0,0,en,1.54587E+12,0,0,RT @narendramodi: Looking forward to being in Devbhoomi Himachal Pradesh tomorrow for a @BJP4Himachal rally in Dharamshala. You can watch t…
